common/ichi.wav	イチ
common/itsu.wav	イツ
common/hito.wav	ひと
g1/e4b880_hitotsu.wav	ひと・つ
g4/e5be92_torou.wav	徒労（とろう）	wasted (fruitless, vain) effort
g4/e5be92_itazurani.wav	徒に（いたずらに）	pointlessly,
common/do.wav	ド
common/tsutomeru.wav	つと・める
g4/e58aaa_doryoku.wav	努力（どりょく）	effort, exertion, endeavor
g4/e58aaa_tsutomete.wav	努めて（つとめて）	as far as possible,
common/tou.wav	トウ
common/hi.wav	ひ
g4/e781af_toudai.wav	灯台（とうだい）	a lighthouse, a light stand
g4/e781af_hiwokesu.wav	灯を消す（ひをけす）	put the light out,
common/tomoshibi.wav	灯火（ともしび）	a lamplight
g4/e781af_chouchin.wav	提灯（ちょうちん）	a paper lantern
common/dou.wav	ドウ
g4/e5a082_seiseidoudou.wav	正々堂々（せいせいどうどう）	fair and square,
g4/e5a082_shainshokudounoshefu.wav	社員食堂のシェフ（しゃいんしょくどうのしぇふ）	
common/koudou.wav	講堂（こうどう）	an auditorium, a lecture hall
g4/e5a082_doudoumeguri.wav	堂々巡り（どうどうめぐり）	going round in circles
common/dou.wav	ドウ
common/hataraku.wav	はたら・く
g4/e5838d_hataraki.wav	はたら・き
g4/e5838d_roudoujouken.wav	労働条件（ろうどうじょうけん）	working conditions
g4/e5838d_roudoukumiai.wav	労働組合（ろうどうくみあい）	a labor union,
g4/e5838d_nesshinnnihataraku.wav	熱心に働く（ねっしんにはたらく）	labor with zeal,
g4/e5838d_kettakushiteakujiwohataraku.wav	結託して悪事を働く（けったくしてあくじをはたらく）	
g4/e5838d_hatarakimono.wav	働き者（はたらきもの）	a hard worker
common/toku.wav	トク
g4/e789b9_tokubetsu.wav	特別（とくべつ）	special, especial, particular
g4/e789b9_tokugi.wav	特技（とくぎ）	one's special ability, one's specialty
common/tokuchou.wav	特長（とくちょう）	a strong point, a merit
g4/e5be97_toku.wav	トク
common/eru.wav	え・る
g4/e5be97_uru.wav	う・る
g4/e5be97_tokuigaru.wav	得意がる（とくいがる）	pride oneself, be proud,
g4/e5be97_chiiwoeru.wav	地位を得る（ちいをえる）	get a position
g4/e5be97_yamuwoenai.wav	やむを得ない（やむをえない）	inescapable,
g4/e5be97_ariuru.wav	あり得る（ありうる）	be possible, be conceivable
g4/e6af92_doku.wav	ドク
g4/e6af92_aruko-ruchuudoku.wav	アルコール中毒（あるこーるちゅうどく）	alcoholism,
g4/e6af92_yuudokunabusshitsu.wav	有毒な物質（ゆうどくなぶっしつ）	a toxic substance,
g4/e6af92_sasorinodoku.wav	蠍の毒（さそりのどく）	venom of a scorpion
g4/e786b1_netsu.wav	ネツ
common/atsui.wav	あつ・い
g4/e786b1_netsui.wav	熱意（ねつい）	zeal, enthusiasm, zest
g4/e786b1_netsuppoi.wav	熱っぽい（ねつっぽい）	feel feverish
g4/e786b1_onrainge-muninecchuusuru.wav	オンラインゲームに熱中する（おんらいんげーむに
g4/e786b1_atsuishichu-.wav	熱いシチュー（あついしちゅー）	hot stew
common/nen.wav	ネン
g4/e5bfb5_koteikannnen.wav	固定観念（こていかんねん）	a fixed idea,
g4/e5bfb5_nenwoosu.wav	念を押す（ねんをおす）	tell emphatically, emphasize,
g4/e5bfb5_nennnotameni.wav	念のために（ねんのために）	just in case, to make sure of,
g4/e5bfb5_shounenba.wav	正念場（しょうねんば）	the crucial stage (moment),
g4/e5bfb5_hitasuranenjiru.wav	ひたすら念じる（ひたすらねんじる）	pray single-mindedly,
common/hai.wav	ハイ
common/yabureru.wav	やぶ・れる
g4/e69597_haiin.wav	敗因（はいいん）	a cause of one's defeat
g4/e69597_shiainiyabureru.wav	試合に敗れる（しあいにやぶれる）	lose a game
common/bai.wav	バイ
g4/e6a285_ume.wav	うめ
g4/e6a285_koubai.wav	紅梅（こうばい）	an ume with red blossoms
g4/e6a285_umeshu.wav	梅酒（うめしゅ）	Umeshu, ume liquor
common/haku.wav	ハク
common/baku.wav	*バク
g4/e58d9a_hakubutsukan.wav	博物館（はくぶつかん）	a museum
g4/e58d9a_hakushiki.wav	博識（はくしき）	erudition, omniscience, erudite,
g4/e58d9a_bakuchiuchi.wav	博打打ち（ばくちうち）	a gambler ☆＝ギャンブラー
common/han.wav	ハン
common/meshi.wav	めし
g4/e9a3af_gohan.wav	ご飯（ごはん）	boiled rice, a meal
g4/e9a3af_asameshimae.wav	朝飯前（あさめしまえ）	easy as pie, a doddle
common/hi.wav	ヒ
common/tobu.wav	と・ぶ
g4/e9a39b_tobasu.wav	と・ばす
g4/e9a39b_teikuuhikou.wav	低空飛行（ていくうひこう）	a low-altitude flight
g4/e9a39b_tobuyouni.wav	飛ぶように（とぶように）	swiftly, like the wind,
g4/e9a39b_kurumawotobasu.wav	車を飛ばす（くるまをとばす）	drive fast
g4/e9a39b_yajiwotobasu.wav	野次を飛ばす（やじをとばす）	jeer, boo, hiss,
g4/e9a39b_demawotobasu.wav	デマを飛ばす（でまをとばす）	circulate a false rumor
g4/e9a39b_shibuki.wav	飛沫（しぶき）	spray, a splash
common/hi.wav	ヒ
g4/e8b2bb_tsuiyasu.wav	つい・やす
common/tsuieru.wav	つい・える
g4/e8b2bb_shouhisuru.wav	消費する（しょうひする）	consume, spend
g4/e8b2bb_juuninenwotsuiyasu.wav	１２年を費やす（じゅうにねんをついやす）	
g4/e8b2bb_ookunojikangatsuieta.wav	多くの時間が費えた（おおくのじかんがついえた）	
common/hitsu.wav	ヒツ
g4/e5bf85_kanarazu.wav	かなら・ず
common/hisshi.wav	必死（ひっし）	desperation, desperate, frantic
g4/e5bf85_sorehikkendayo.wav	それ必見だよ（それひっけんだよ）	You must see it.,
g4/e5bf85_kanarazu.wav	必ず（かならず）	certainly, surely
g4/e5bf85_kanarazukitene.wav	必ず来てね（かならずきてね）	Be sure to come.,
g4/e5bf85_kanarazushimotohakagiranai.wav	必ずしも～とは限らない（かならずしもとはかぎらない）	
g4/e7a5a8_hyou.wav	ヒョウ
g4/e7a5a8_touhyou.wav	投票（とうひょう）	voting, ballot
common/hyou.wav	ヒョウ
g4/e6a899_hyoujun.wav	標準（ひょうじゅん）	a standard, the average, the norm
g4/e6a899_dourohyoushiki.wav	道路標識（どうろひょうしき）	a traffic sign
g4/e6a899_mokuhyou.wav	目標（もくひょう）	a target, a goal, an objective
g4/e6a899_tokagenohyouhon.wav	トカゲの標本（とかげのひょうほん）	a specimen
g4/e6a899_michishirube,douhyou.wav	道標（みちしるべ，どうひょう）	a guide,
common/fu.wav	フ
common/bu.wav	ブ
g4/e4b88d_fuan.wav	不安（ふあん）	uneasiness, anxiety, angst, uneasy
g4/e4b88d_furi.wav	不利（ふり）	disadvantage
g4/e4b88d_fukouhei.wav	不公平（ふこうへい）	unfair, unjust, partiality
g4/e4b88d_bukimi.wav	不気味（ぶきみ）	weird, eerie, uncanny, unearthly
common/fu.wav	フ
common/fuu.wav	*フウ
g4/e5a4ab_otto.wav	おっと
g4/e5a4ab_fujin.wav	夫人（ふじん）	one's wife, Mrs. ~
g4/e5a4ab_fuufu.wav	夫婦（ふうふ）	husband and wife, a married couple
g4/e5a4ab_otto.wav	夫（おっと）	my husband, a husband
g4/e5a4ab_risoutekinaotto.wav	理想的な夫（りそうてきなおっと）	an ideal husband
common/fu.wav	フ
common/tsukeru.wav	つ・ける
common/tsuku.wav	つ・く
g4/e4bb98_fuzokuhin.wav	付属品（ふぞくひん）	accessories, attachments
g4/e4bb98_bajjiwotsukeru.wav	バッジを付ける（ばっじをつける）	wear a badge
g4/e4bb98_mitsukeru.wav	見付ける（みつける）	find, discover, detect
g4/e4bb98_kechiwotsukeru.wav	けちを付ける（けちをつける）	cavil, find fault, criticize
g4/e4bb98_kiduku.wav	気付く（きづく）	realize, notice, perceive, discover
g4/e4bb98_takakutsuku.wav	高く付く（たかくつく）	be costly, have to pay a price
g4/e4bb98_tsuitekitekudasai.wav	付いて来てください（ついてきてください）	Follow me.
g4/e4bb98_itariagonochikaragatsuitekita.wav	イタリア語の力が付いてきた（いたりあごのちからが
g4/e4bb98_kyouhatsuitenai.wav	今日は付いてない（きょうはついてない）	My luck is
common/fu.wav	フ
g4/e5ba9c_amerikagasshuukokuseifu.wav	アメリカ合衆国政府（あめりかがっしゅうこくせいふ）	
g4/e589af_fuku.wav	フク
g4/e589af_fukusayou.wav	副作用（ふくさよう）	a side effect
g4/e589af_fukuchiji.wav	副知事（ふくちじ）	the Lieutenant Governor,
g4/e589af_fukuonsei.wav	副音声（ふくおんせい）	the second sound channel
g4/e589af_fukugyou.wav	副業（ふくぎょう）	a side job, a sideline, side business
g4/e589af_seifukunitsuu.wav	正副二通（せいふくにつう）	both the original
common/fun.wav	フン
common/ko.wav	こ
g4/e7b289_kona.wav	こな
g4/e7b289_funmatsu.wav	粉末（ふんまつ）	powder, dust
g4/e7b289_miwokonishitehataraku.wav	身を粉にして働く（みをこにしてはたらく）	work hard,
g4/e7b289_konayuki.wav	粉雪（こなゆき）	powder snow
common/hei.wav	ヘイ
common/hyou.wav	*ヒョウ
g4/e585b5_heikiko.wav	兵器庫（へいきこ）	an armory, an arsenal
g4/e585b5_hyourou.wav	兵糧（ひょうろう）	food for the fighter under war
g4/e588a5_betsu.wav	ベツ
common/wakareru.wav	わか・れる
common/wakare.wav	わか・れ
g4/e588a5_betsujin.wav	別人（べつじん）	a different person
g4/e588a5_betsuni.wav	別に（べつに）	Not particularly., Nothing in particular.,
g4/e588a5_betsubetsuni.wav	別々に（べつべつに）	separately, apart, individually,
common/wakareru.wav	別れる（わかれる）	be divorced ☆＝離婚する（りこんする）
g4/e588a5_wakarenokisu.wav	別れのキス（わかれのきす）	a farewell kiss
g4/e8beba_hen.wav	ヘン
g4/e8beba_atari.wav	あた・り
common/be.wav	べ
g4/e8beba_henkyou.wav	辺境（へんきょう）	a frontier, a remote region
g4/e8beba_atariwomimawasu.wav	辺りを見回す（あたりをみまわす）	look around
g4/e8beba_saraigetsuatarini.wav	再来月辺りに（さらいげつあたりに）	around
g4/e8beba_umibe.wav	海辺（うみべ）	the seaside, the beach
common/hen.wav	ヘン
common/kawaru.wav	か・わる
common/kaeru.wav	か・える
g4/e5a489_taihenda.wav	大変だ！（たいへんだ）	This is serious!,
g4/e5a489_henjin.wav	変人（へんじん）	an eccentric, a crank, an odd person,
g4/e5a489_henkei.wav	変形（へんけい）	deformation, transformation,
g4/e5a489_hensokuki.wav	変速機（へんそくき）	a transmission, a gearbox
g4/e5a489_hensokureba-.wav	変速レバー（へんそくればー）	a gearshift, a gear lever
common/henshinsuru.wav	変身する（へんしんする）	transform oneself
g4/e5a489_hennnaotoshinakatta,kinoseidayo.wav	変な音しなかった？気のせいだよ（へんなおとしなかった，
g4/e5a489_kigakawaru.wav	気が変わる（きがかわる）	change one's mind
g4/e5a489_umarekawaru.wav	生まれ変わる（うまれかわる）	be reborn, regenerate
g4/e5a489_kawariyasui.wav	変わりやすい（かわりやすい）	changeable, variable,
g4/e5a489_houshinwokaeru.wav	方針を変える（ほうしんをかえる）	alter one's policy,
common/ben.wav	ベン
common/bin.wav	ビン
common/tayori.wav	たよ・り
g4/e4bebf_benri.wav	便利（べんり）	convenience, handiness, convenient, handy
g4/e4bebf_daiben.wav	大便（だいべん）	feces, stools, poops, poo
g4/e4bebf_shouben.wav	小便（しょうべん）	urine, piddle, pee, piss
g4/e4bebf_koushuubenjo.wav	公衆便所（こうしゅうべんじょ）	a public lavatory (toilet)
g4/e4bebf_benki.wav	便器（べんき）	a toilet bowl (seat)
g4/e4bebf_binjousuru.wav	便乗する（びんじょうする）	get a lift in,
g4/e4bebf_kazenotayorinikiita.wav	風の便りに聞いた（かぜのたよりにきいた）	
common/hou.wav	ホウ
g4/e58c85_tsutsumu.wav	つつ・む
common/tsutsumi.wav	つつ・み
g4/e58c85_houyouryoku.wav	包容力（ほうようりょく）	broad-mindedness
g4/e58c85_houisuru.wav	包囲する（ほういする）	surround, encircle, close in
g4/e58c85_furoshikidetsutsumu.wav	風呂敷で包む（ふろしきでつつむ）	wrap ~ in a furoshiki
g4/e58c85_nazonitsutsumareteiru.wav	謎に包まれている（なぞにつつまれている）	
g4/e58c85_tsutsumigami.wav	包み紙（つつみがみ）	wrapping paper, a wrapper
g4/e6b395_hou.wav	ホウ
common/haltsu.wav	*ハッ
g4/e6b395_fuhounyuukoku.wav	不法入国（ふほうにゅうこく）	unlawful immigration,
g4/e6b395_chuugokugonobunpou.wav	中国語の文法（ちゅうごくごのぶんぽう）	
g4/e6b395_houji.wav	法事（ほうじ）	a Buddhist mass (service),
g4/e6b395_hatto.wav	法度（はっと）	a prohibition in feudal Japan
common/bou.wav	ボウ
common/mou.wav	モウ
common/nozomu.wav	のぞ・む
g4/e69c9b_nozomi.wav	のぞ・み
g4/e69c9b_setsubousuru.wav	切望する（せつぼうする）	desire ~ earnestly, crave for,
g4/e69c9b_yuubounashinjin.wav	有望な新人（ゆうぼうなしんじん）	a promising newcomer,
common/shibousha.wav	志望者（しぼうしゃ）	an applicant, a volunteer,
g4/e69c9b_honmou.wav	本望（ほんもう）	a long-cherished desire, satisfaction
common/nozomu.wav	望む（のぞむ）	wish, desire, want ☆＝願う（ねがう）
g4/e69c9b_nozomi.wav	望み（のぞみ）	a desire ☆＝願望（がんぼう）
g4/e69c9b_moshionozominara.wav	もしお望みなら（もしおのぞみなら）	if you want,
g4/e69c9b_nozomiwokanaeru.wav	望みを叶える（のぞみをかなえる）	satisfy one's hope,
common/boku.wav	ボク
common/maki.wav	まき
g4/e789a7_bokujou.wav	牧場（ぼくじょう）	a stock farm, a ranch
g4/e789a7_makiba.wav	牧場（まきば）	a pasture, grazing land, a meadow
common/matsu.wav	マツ
common/sue.wav	すえ
g4/e69cab_shuumatsu.wav	週末（しゅうまつ）	a weekend
g4/e69cab_juunigatsusue.wav	１２月末（じゅうにがつすえ）	the end of December
common/man.wav	マン
g4/e6ba80_michiru.wav	み・ちる
g4/e6ba80_mitasu.wav	み・たす
g4/e6ba80_manzoku.wav	満足（まんぞく）	satisfaction, contentment, satisfactory
g4/e6ba80_haiokumantan.wav	ハイオク満タン（はいおくまんたん）	Fill up the tank
g4/e6ba80_tsukinomichikake.wav	月の満ち欠け（つきのみちかけ）	waxing and waning
g4/e6ba80_youbouwomitasu.wav	要望を満たす（ようぼうをみたす）	fulfill one's demands,
common/mi.wav	ミ
g4/e69caa_imada.wav	*いま・だ
g4/e69caa_michinoyouso.wav	未知の要素（みちのようそ）	an unknown factor,
g4/e69caa_mikaiketsu.wav	未解決（みかいけつ）	unsolved, unsettled, pending
g4/e69caa_mikakunin.wav	未確認（みかくにん）	unconfirmed, unidentified
g4/e69caa_mikakuninhikoubuttai.wav	未確認飛行物体（みかくにんひこうぶったい）	
g4/e69caa_imadani.wav	未だに（いまだに）	still, even now
g4/e69caa_mada.wav	未だ（まだ）	still, not yet, as yet,
g4/e88488_myaku.wav	ミャク
g4/e88488_myakuhaku.wav	脈拍（みゃくはく）	the pulse, pulsation
g4/e88488_madamyakuhaaru.wav	まだ脈はある（まだみゃくはある）	There is still
common/min.wav	ミン
g4/e6b091_tami.wav	たみ
g4/e6b091_minkanhousou.wav	民間放送（みんかんほうそう）	commercial
g4/e6b091_minshushugi.wav	民主主義（みんしゅしゅぎ）	democracy
g4/e6b091_yuubokumin.wav	遊牧民（ゆうぼくみん）	a nomad, a nomadic
g4/e6b091_jiyuunotami.wav	自由の民（じゆうのたみ）	children of liberty
common/mu.wav	ム
common/bu.wav	ブ
common/nai.wav	な・い
common/nakusu.wav	な・くす
g4/e784a1_nashi.wav	な・し
g4/e784a1_muriyari.wav	無理矢理（むりやり）	forcibly, by force, compulsorily
g4/e784a1_muchana.wav	無茶な（むちゃな）	absurd, unreasonable, preposterous,
g4/e784a1_mushinkei.wav	無神経（むしんけい）	insensitive, inconsiderate, stolid
g4/e784a1_mujou.wav	無常（むじょう）	mutability, transience, vanity, transitory,
g4/e784a1_buzama.wav	無様（ぶざま）	ungainly, ungraceful, awkward
common/nai.wav	無い（ない）	there is no, be gone, don't have, nothing
g4/e784a1_yu-moanosensuganai.wav	ユーモアのセンスが無い（ゆーもあのせんすがない）	
common/nakusu.wav	無くす（なくす）	lose, be bereft of, abolish
g4/e784a1_nashide.wav	～無しで（なしで）	without ~, with no ~
common/yaku.wav	ヤク
g4/e7b484_yakujuppun.wav	約１０分（やくじゅっぷん）	about ten minutes
g4/e7b484_yoyakuwokyanserusuru.wav	予約をキャンセルする（よやくをきゃんせるする）	
g4/e7b484_youyakusuru.wav	要約する（ようやくする）	sum up, summarize, digest,
common/yuu.wav	ユウ
g4/e58b87_isamu.wav	いさ・む
g4/e58b87_isamashii.wav	いさ・ましい
g4/e58b87_mutekinoyuusha.wav	無敵の勇者（むてきのゆうしゃ）	an invincible brave,
g4/e58b87_isamiashi.wav	勇み足（いさみあし）	overreach oneself, go too far
g4/e58b87_isamashiikenshi.wav	勇ましい剣士（いさましいけんし）	a brave swordsman,
common/you.wav	ヨウ
g4/e8a681_iru.wav	い・る
g4/e8a681_kaname.wav	かなめ
g4/e8a681_hitsuyou.wav	必要（ひつよう）	need, necessity, want ☆＝要る（いる）
